# Every earlier committed version of each patch, newest first per patch.
# Written by tools/build_patch_history.py - do not edit by hand.
# Columns: patch, file (under backend/patch-history/), commit, date, subject
gate-outcome.patch	gate-outcome/fabb3f6.patch	fabb3f66b919f48fa5603572b3c31ce7d4c9435c	2026-09-24T06:55:22+00:00	gate-outcome: Browser control's own action is always-ask too
gate-outcome.patch	gate-outcome/3fe5486.patch	3fe5486e240d54cd0ca8f77dd9dbc3b9ce72091b	2026-09-24T06:11:30+00:00	Gate (AP-11): no memory proposal from a "no" on an always-ask card
gate-outcome.patch	gate-outcome/37fad26.patch	37fad2683a8941a4d26ae5ce6909cc9c984d6a4d	2026-09-16T20:38:00+00:00	gate: a denial can propose a standing rule, never apply one
gate-outcome.patch	gate-outcome/10db67c.patch	10db67c2111fb8d61d0954380cd764052c5717d5	2026-09-15T04:28:13+00:00	There was an approve-all in the gate, and a timeout looked like a refusal
gate-push.patch	gate-push/5cb5947.patch	5cb5947da824b6d2faf13f16a5335674a2cdabd5	2026-09-15T00:16:24+00:00	Stop the two paths that send private content off the machine
loopback-too.patch	loopback-too/88921b8.patch	88921b89d89c516c30caad112696d0e79b7dcbdc	2026-09-24T00:20:44+00:00	Bind address: refuse every spelling of "every interface", on both sides
memory-intake.patch	memory-intake/d58ce9f.patch	d58ce9f787c39d30721d65ffda9a006827b03afa	2026-09-23T09:22:45+00:00	Learning backend review fixes: marker filter, hidden retire cards, partial stack, shipped modules
memory-intake.patch	memory-intake/c870ceb.patch	c870cebfff6cebd437ac56e4aa8ff78a8b915f93	2026-09-23T09:02:25+00:00	Learning jobs integrated: patch order, retire card vs "Both are true", script fix
memory-intake.patch	memory-intake/a1d21de.patch	a1d21de7a10014af8282786adf8e4653c25b52ed	2026-09-23T08:37:20+00:00	Memory intake: Remember:, near-duplicates, numbered corrections, keep-both, real dates, planted-instruction flags, origin check
memory-pane.patch	memory-pane/03c51c7.patch	03c51c7b1b5e56df1ee596ebc27d0b4ca599a3b3	2026-09-17T02:21:24+00:00	backend + desktop: wire the overnight-memory offer into the Brain pane
memory-pane.patch	memory-pane/c75a8bf.patch	c75a8bf0e80faea37ae80e6b7c0557dca2c886c4	2026-09-16T20:19:56+00:00	memory: make backdated corrections reachable, not just supported
memory-pane.patch	memory-pane/2641f6d.patch	2641f6d676ed75ad47d45e453c350baf9b163eab	2026-09-15T02:33:18+00:00	Routes to read, edit, forget and export what Jarvis has learned
memory-prefix.patch	memory-prefix/a7ed401.patch	a7ed401bdbf059e6b8a633844d657ad2365e0658	2026-09-15T00:53:01+00:00	backend: the recalled-facts block was also dropping the persona invariants
memory-prefix.patch	memory-prefix/3040b3d.patch	3040b3dc0803600ff1ccd92e8ed6460c921d687c	2026-09-15T00:43:39+00:00	backend: recalled facts were at token 0, so every turn re-prefilled everything
memory-safety.patch	memory-safety/fcdba5d.patch	fcdba5d698e7c6c0e21f224cb87734a9a0961058	2026-09-15T01:20:34+00:00	Master audit: the worst finding was a cloud lane nobody re-filtered
memory-safety.patch	memory-safety/6ccc6e0.patch	6ccc6e015278a0ef2d9a1798426112d43fd288ad	2026-09-14T23:42:51+00:00	Memory: stop the destructive paths, and start the event pump
note-capture.patch	note-capture/92fa868.patch	92fa8686833d4ef1bf6240f51c8877f1ac0fdd4e	2026-09-24T01:51:49+00:00	Backend: Obsidian as a note target (#obs) and its vault searched as a folder
note-capture.patch	note-capture/d37739c.patch	d37739c4ce0790869ce61aa3081983fed57908a2	2026-09-23T23:03:28+00:00	Logseq and Joplin notes that are really filed
schedule.patch	schedule/97885fd.patch	97885fd9027e5f7c6a3d163fd5133cf634a0562a	2026-09-25T02:17:12+00:00	Timers, alarms, reminders, a to-do list and one scheduler (backend)
second-card.patch	second-card/2a25605.patch	2a25605de02b58dfbe278a6043a478ac81ed8819	2026-09-24T06:14:15+00:00	Gate notice words (AP-10): what the second card, wiki and big model do
second-card.patch	second-card/15a7f27.patch	15a7f27ebe5d5bb6bfad2f7cdd962f0c0aa1a7d6	2026-09-24T06:11:02+00:00	AP-9: Browser control's card no longer says "Nothing leaves this PC"
second-card.patch	second-card/a0f23da.patch	a0f23dad6d3e20eee783f05a77ab4921da96818a	2026-09-24T02:37:56+00:00	Second graphics card: the switches, the second Ollama, and /api/second-card
skill-notes.patch	skill-notes/2c4f24c.patch	2c4f24cd99c3400a83e45efb2d743e8b0c4bdd0b	2026-09-15T00:20:02+00:00	Three sentences that were not true, and an ungated insight pool
temporary-chat.patch	temporary-chat/6173f88.patch	6173f881992a70be94ca3e77a5039378a5264e50	2026-09-25T01:17:50+00:00	Temporary chat and "Used in this answer", in both apps and on the PC
tool-calling-wiring.patch	tool-calling-wiring/a2f0c5b.patch	a2f0c5bc31b7cd68c57c649bfdfd62418fa14f44	2026-09-18T00:52:27+00:00	backend: fix the 6 findings from the tool-calling audit
tool-calling-wiring.patch	tool-calling-wiring/f736850.patch	f736850c839e98752330182da3bab016aede1013	2026-09-18T00:27:47+00:00	backend: jarvis_agent.py - the model can finally use a tool, local lane only
voice-503.patch	voice-503/8d2c6f6.patch	8d2c6f615e4db690c28465fc892805f3d74a70a0	2026-09-15T01:07:41+00:00	The voice routes were telling four different stories, and one was a leak
wiki.patch	wiki/9aaab08.patch	9aaab08a9cdea55259a23a50ee9b1b2e990921fd	2026-09-24T03:29:14+00:00	Wiki builder: jarvis_wiki.py, wiki.patch, and its tests
rebuilt-patches/bitemporal.patch	rebuilt-patches/bitemporal/8b24ce6.patch	8b24ce6dc1eb488435760b60236924c60f2b0a01	2026-09-16T06:44:39+00:00	apply-patches: stop refusing all 21 because six are already in the rebuild
rebuilt-patches/extraction-wiring.patch	rebuilt-patches/extraction-wiring/8b24ce6.patch	8b24ce6dc1eb488435760b60236924c60f2b0a01	2026-09-16T06:44:39+00:00	apply-patches: stop refusing all 21 because six are already in the rebuild
